ORF	Counts	Sample
KLMA_20175	409	SK10
KLMA_20176	150	SK10
KLMA_20177	652	SK10
KLMA_20178	127	SK10
KLMA_20179	325	SK10
KLMA_20180	644	SK10
KLMA_20181	944	SK10
KLMA_20182	1717	SK10
KLMA_20183	1513	SK10
KLMA_20184	758	SK10
KLMA_20185	29	SK10
KLMA_20186	970	SK10
KLMA_20187	694	SK10
KLMA_20188	1436	SK10
KLMA_20189	685	SK10
KLMA_20190	522	SK10
KLMA_20191	715	SK10
KLMA_20192	437	SK10
KLMA_20193	15	SK10
KLMA_20194	264	SK10
KLMA_20195	140	SK10
KLMA_20196	1364	SK10
KLMA_20199	135	SK10
KLMA_20200	64	SK10
KLMA_20201	510	SK10
KLMA_20202	522	SK10
KLMA_20203	8	SK10
KLMA_20204	331	SK10
KLMA_20205	224	SK10
KLMA_20206	725	SK10
KLMA_20207	656	SK10
KLMA_20208	2109	SK10
KLMA_20209	470	SK10
KLMA_20210	234	SK10
KLMA_20211	245	SK10
KLMA_20212	74	SK10
KLMA_20213	343	SK10
KLMA_20214	618	SK10
KLMA_20215	207	SK10
KLMA_20216	310	SK10
KLMA_20217	398	SK10
KLMA_20218	759	SK10
KLMA_20219	158	SK10
KLMA_20220	53	SK10
KLMA_20221	169	SK10
KLMA_20222	829	SK10
KLMA_20223	989	SK10
KLMA_20224	218	SK10
KLMA_20225	1992	SK10
KLMA_20226	304	SK10
KLMA_20227	378	SK10
KLMA_20228	467	SK10
KLMA_20229	227	SK10
KLMA_20230	1822	SK10
KLMA_20231	66	SK10
KLMA_20232	3283	SK10
KLMA_20233	246	SK10
KLMA_20234	433	SK10
KLMA_20235	469	SK10
KLMA_20236	776	SK10
KLMA_20237	401	SK10
KLMA_20238	515	SK10
KLMA_20239	16224	SK10
KLMA_20240	1483	SK10
KLMA_20241	369	SK10
KLMA_20242	5719	SK10
KLMA_20243	575	SK10
KLMA_20244	133	SK10
KLMA_20246	4494	SK10
KLMA_20247	4090	SK10
KLMA_20248	222	SK10
KLMA_20249	253	SK10
KLMA_20250	10443	SK10
KLMA_20251	717	SK10
KLMA_20252	354	SK10
KLMA_20253	2252	SK10
KLMA_20254	497	SK10
KLMA_20256	320	SK10
KLMA_20258	77	SK10
KLMA_20259	3788	SK10
KLMA_20260	520	SK10
KLMA_20261	4	SK10
KLMA_20262	2011	SK10
KLMA_20263	17	SK10
KLMA_20264	10221	SK10
KLMA_20265	2733	SK10
KLMA_20266	118	SK10
KLMA_20267	750	SK10
KLMA_20268	40819	SK10
KLMA_20269	760	SK10
KLMA_20270	430	SK10
KLMA_20271	266	SK10
KLMA_20272	846	SK10
KLMA_20273	123	SK10
KLMA_20274	229	SK10
KLMA_20275	412	SK10
KLMA_20276	687	SK10
KLMA_20277	226	SK10
KLMA_20278	5607	SK10
KLMA_20279	452	SK10
KLMA_20280	376	SK10
KLMA_20281	642	SK10
KLMA_20282	2406	SK10
KLMA_20283	50	SK10
KLMA_20284	53	SK10
KLMA_20285	617	SK10
KLMA_20286	1327	SK10
KLMA_20287	215	SK10
KLMA_20288	13061	SK10
KLMA_20289	570	SK10
KLMA_20290	2832	SK10
KLMA_20291	397	SK10
KLMA_20292	291	SK10
KLMA_20293	866	SK10
KLMA_20294	1854	SK10
KLMA_20295	629	SK10
KLMA_20296	7	SK10
KLMA_20297	361	SK10
KLMA_20298	33	SK10
KLMA_20299	10907	SK10
KLMA_20300	1666	SK10
KLMA_20301	862	SK10
KLMA_20302	865	SK10
KLMA_20303	38956	SK10
KLMA_20304	245	SK10
KLMA_20305	12584	SK10
KLMA_20306	1100	SK10
KLMA_20307	578	SK10
KLMA_20308	44479	SK10
KLMA_20309	1581	SK10
KLMA_20310	597	SK10
KLMA_20311	381	SK10
KLMA_20312	307	SK10
KLMA_20313	38	SK10
KLMA_20314	1527	SK10
KLMA_20315	224	SK10
KLMA_20316	312	SK10
KLMA_20317	105	SK10
KLMA_20318	62760	SK10
KLMA_20319	1786	SK10
KLMA_20320	5500	SK10
KLMA_20322	638	SK10
KLMA_20323	912	SK10
KLMA_20324	2006	SK10
KLMA_20326	1377	SK10
KLMA_20327	91	SK10
KLMA_20328	61	SK10
KLMA_20329	458	SK10
KLMA_20330	3715	SK10
KLMA_20331	240	SK10
KLMA_20332	1443	SK10
KLMA_20333	216	SK10
KLMA_20334	22	SK10
KLMA_20335	421	SK10
KLMA_20336	3392	SK10
KLMA_20337	1631	SK10
KLMA_20338	169	SK10
KLMA_20339	54197	SK10
KLMA_20340	2831	SK10
KLMA_20341	892	SK10
KLMA_20342	1455	SK10
KLMA_20343	4759	SK10
KLMA_20344	362	SK10
KLMA_20345	947	SK10
KLMA_20346	2379	SK10
KLMA_20347	521	SK10
KLMA_20348	561	SK10
KLMA_20349	785	SK10
KLMA_20350	775	SK10
KLMA_20351	392	SK10
KLMA_20352	105	SK10
KLMA_20353	1055	SK10
KLMA_20354	29723	SK10
KLMA_20355	32797	SK10
KLMA_20356	44434	SK10
KLMA_20357	1915	SK10
KLMA_20359	465	SK10
KLMA_20360	502	SK10
KLMA_20361	545	SK10
KLMA_20362	254	SK10
KLMA_20363	492	SK10
KLMA_20364	3889	SK10
KLMA_20365	626	SK10
KLMA_20366	264	SK10
KLMA_20367	1095	SK10
KLMA_20368	1	SK10
KLMA_20369	2120	SK10
KLMA_20370	660	SK10
KLMA_20371	0	SK10
KLMA_20372	588	SK10
KLMA_20373	713	SK10
KLMA_20374	395	SK10
KLMA_20375	1517	SK10
KLMA_20376	6543	SK10
KLMA_20377	2901	SK10
KLMA_20379	349	SK10
KLMA_20380	9	SK10
KLMA_20381	36	SK10
KLMA_20382	1898	SK10
KLMA_20383	80	SK10
KLMA_20384	7	SK10
KLMA_20385	265	SK10
KLMA_20386	2385	SK10
KLMA_20387	712	SK10
KLMA_20388	609	SK10
KLMA_20389	225	SK10
KLMA_20390	602	SK10
KLMA_20391	1254	SK10
KLMA_20392	2389	SK10
KLMA_20393	4369	SK10
KLMA_20394	8175	SK10
KLMA_20395	525	SK10
KLMA_20396	101	SK10
KLMA_20397	438	SK10
KLMA_20398	229	SK10
KLMA_20399	603	SK10
KLMA_20400	754	SK10
KLMA_20401	1037	SK10
KLMA_20402	73	SK10
KLMA_20403	41981	SK10
KLMA_20404	538	SK10
KLMA_20405	624	SK10
KLMA_20406	725	SK10
KLMA_20407	1086	SK10
KLMA_20408	2185	SK10
KLMA_20409	493	SK10
KLMA_20410	501	SK10
KLMA_20411	817	SK10
KLMA_20412	498	SK10
KLMA_20413	2717	SK10
KLMA_20414	3339	SK10
KLMA_20415	477	SK10
KLMA_20416	26	SK10
KLMA_20417	1939	SK10
KLMA_20418	2193	SK10
KLMA_20419	2347	SK10
KLMA_20422	316	SK10
KLMA_20423	1014	SK10
KLMA_20424	2797	SK10
KLMA_20425	982	SK10
KLMA_20426	288	SK10
KLMA_20427	11440	SK10
KLMA_20428	319	SK10
KLMA_20429	2839	SK10
KLMA_20430	172	SK10
KLMA_20431	416	SK10
KLMA_20432	503	SK10
KLMA_20433	1089	SK10
KLMA_20434	976	SK10
KLMA_20435	347	SK10
KLMA_20436	97	SK10
KLMA_20437	305	SK10
KLMA_20439	193	SK10
KLMA_20440	3361	SK10
KLMA_20441	2044	SK10
KLMA_20442	4669	SK10
KLMA_20443	608	SK10
KLMA_20444	452	SK10
KLMA_20445	524	SK10
KLMA_20446	106	SK10
KLMA_20447	396	SK10
KLMA_20448	717	SK10
KLMA_20449	2307	SK10
KLMA_20450	5189	SK10
KLMA_20451	218	SK10
KLMA_20452	752	SK10
KLMA_20453	320	SK10
KLMA_20454	1369	SK10
KLMA_20455	748	SK10
KLMA_20456	1786	SK10
KLMA_20457	2856	SK10
KLMA_20458	12	SK10
KLMA_20459	7916	SK10
KLMA_20460	64	SK10
KLMA_20461	2656	SK10
KLMA_20462	140	SK10
KLMA_20463	174	SK10
KLMA_20464	2190	SK10
KLMA_20465	1762	SK10
KLMA_20466	5003	SK10
KLMA_20467	395	SK10
KLMA_20468	5623	SK10
KLMA_20469	1017	SK10
KLMA_20470	346	SK10
KLMA_20471	1305	SK10
KLMA_20472	663	SK10
KLMA_20473	1220	SK10
KLMA_20474	619	SK10
KLMA_20475	958	SK10
KLMA_20476	244	SK10
KLMA_20477	581	SK10
KLMA_20478	3783	SK10
KLMA_20479	822	SK10
KLMA_20480	659	SK10
KLMA_20481	555	SK10
KLMA_20482	886	SK10
KLMA_20483	1381	SK10
KLMA_20484	1002	SK10
KLMA_20485	488	SK10
KLMA_20486	309	SK10
KLMA_20487	781	SK10
KLMA_20488	2181	SK10
KLMA_20489	355	SK10
KLMA_20490	487	SK10
KLMA_20491	10267	SK10
KLMA_20492	68858	SK10
KLMA_20493	6621	SK10
KLMA_20494	404	SK10
KLMA_20495	23633	SK10
KLMA_20496	531	SK10
KLMA_20497	830	SK10
KLMA_20498	5041	SK10
KLMA_20499	672	SK10
KLMA_20500	1049	SK10
KLMA_20501	367	SK10
KLMA_20502	553	SK10
KLMA_20503	248	SK10
KLMA_20504	551	SK10
KLMA_20505	1047	SK10
KLMA_20506	540	SK10
KLMA_20507	481	SK10
KLMA_20508	544	SK10
KLMA_20509	111	SK10
KLMA_20510	2376	SK10
KLMA_20511	985	SK10
KLMA_20512	679	SK10
KLMA_20513	4635	SK10
KLMA_20514	10986	SK10
KLMA_20515	831	SK10
KLMA_20516	321	SK10
KLMA_20517	7869	SK10
KLMA_20518	1371	SK10
KLMA_20519	936	SK10
KLMA_20520	19	SK10
KLMA_20521	2578	SK10
KLMA_20522	226	SK10
KLMA_20523	133	SK10
KLMA_20524	1588	SK10
KLMA_20525	2710	SK10
KLMA_20526	3880	SK10
KLMA_20527	3897	SK10
KLMA_20528	3570	SK10
KLMA_20529	120	SK10
KLMA_20530	1926	SK10
KLMA_20531	436	SK10
KLMA_20532	363	SK10
KLMA_20533	1977	SK10
KLMA_20534	2691	SK10
KLMA_20535	271	SK10
KLMA_20536	659	SK10
KLMA_20537	169	SK10
KLMA_20538	490	SK10
KLMA_20539	290	SK10
KLMA_20540	1696	SK10
KLMA_20541	210	SK10
KLMA_20542	2657	SK10
KLMA_20543	983	SK10
KLMA_20544	2517	SK10
KLMA_20545	619	SK10
KLMA_20546	415	SK10
KLMA_20547	17	SK10
KLMA_20548	412	SK10
KLMA_20549	2345	SK10
KLMA_20550	866	SK10
KLMA_20551	30752	SK10
KLMA_20552	191	SK10
KLMA_20553	2466	SK10
KLMA_20554	748	SK10
KLMA_20555	2279	SK10
KLMA_20556	1052	SK10
KLMA_20557	786	SK10
KLMA_20558	46512	SK10
KLMA_20559	361	SK10
KLMA_20560	651	SK10
KLMA_20561	2425	SK10
KLMA_20562	342	SK10
KLMA_20564	332	SK10
KLMA_20565	1238	SK10
KLMA_20566	860	SK10
KLMA_20567	327	SK10
KLMA_20568	2366	SK10
KLMA_20571	2349	SK10
KLMA_20572	1570	SK10
KLMA_20573	1337	SK10
KLMA_20574	393	SK10
KLMA_20575	3554	SK10
KLMA_20577	1370	SK10
KLMA_20578	369	SK10
KLMA_20579	3441	SK10
KLMA_20580	175	SK10
KLMA_20581	159	SK10
KLMA_20582	88927	SK10
KLMA_20584	1647	SK10
KLMA_20585	332	SK10
KLMA_20586	102	SK10
KLMA_20587	2443	SK10
KLMA_20588	210	SK10
KLMA_20590	51138	SK10
KLMA_20591	329	SK10
KLMA_20592	780	SK10
KLMA_20593	457	SK10
KLMA_20594	11991	SK10
KLMA_20596	557	SK10
KLMA_20597	779	SK10
KLMA_20598	5055	SK10
KLMA_20599	398	SK10
KLMA_20600	372	SK10
KLMA_20601	883	SK10
KLMA_20602	806	SK10
KLMA_20603	278	SK10
KLMA_20604	579	SK10
KLMA_20605	344	SK10
KLMA_20606	134	SK10
KLMA_20607	53	SK10
KLMA_20608	1306	SK10
KLMA_20609	812	SK10
KLMA_20610	1337	SK10
KLMA_20611	2260	SK10
KLMA_20612	52	SK10
KLMA_20613	2036	SK10
KLMA_20614	9211	SK10
KLMA_20615	1610	SK10
KLMA_20616	388	SK10
KLMA_20617	857	SK10
KLMA_20618	676	SK10
KLMA_20619	4256	SK10
KLMA_20620	1164	SK10
KLMA_20621	279	SK10
KLMA_20622	355	SK10
KLMA_20623	470	SK10
KLMA_20624	512	SK10
KLMA_20625	10343	SK10
KLMA_20626	106	SK10
KLMA_20627	341	SK10
KLMA_20628	1256	SK10
KLMA_20629	1507	SK10
KLMA_20630	214	SK10
KLMA_20631	2503	SK10
KLMA_20632	329	SK10
KLMA_20633	2	SK10
KLMA_20634	490	SK10
KLMA_20635	733	SK10
KLMA_20636	1244	SK10
KLMA_20637	432	SK10
KLMA_20638	83	SK10
KLMA_20639	18	SK10
KLMA_20640	579	SK10
KLMA_20641	561	SK10
KLMA_20642	349	SK10
KLMA_20643	828	SK10
KLMA_20644	655	SK10
KLMA_20645	966	SK10
KLMA_20646	286	SK10
KLMA_20647	445	SK10
KLMA_20648	318	SK10
KLMA_20649	81	SK10
KLMA_20650	5149	SK10
KLMA_20651	2644	SK10
KLMA_20652	589	SK10
KLMA_20653	436	SK10
KLMA_20654	217	SK10
KLMA_20655	369	SK10
KLMA_20656	3154	SK10
KLMA_20657	4463	SK10
KLMA_20658	161	SK10
KLMA_20659	215	SK10
KLMA_20660	185	SK10
KLMA_20661	3033	SK10
KLMA_20662	451	SK10
KLMA_20663	727	SK10
KLMA_20664	96	SK10
KLMA_20665	313	SK10
KLMA_20666	1247	SK10
KLMA_20667	3690	SK10
KLMA_20668	462	SK10
KLMA_20669	80	SK10
KLMA_20670	978	SK10
KLMA_20671	1495	SK10
KLMA_20672	127	SK10
KLMA_20673	478	SK10
KLMA_20674	242	SK10
KLMA_20675	149	SK10
KLMA_20676	480	SK10
KLMA_20677	192	SK10
KLMA_20678	214	SK10
KLMA_20679	1349	SK10
KLMA_20680	410	SK10
KLMA_20681	1257	SK10
KLMA_20682	895	SK10
KLMA_20683	474	SK10
KLMA_20684	103	SK10
KLMA_20685	432	SK10
KLMA_20686	156	SK10
KLMA_20687	354	SK10
KLMA_20688	477	SK10
KLMA_20689	914	SK10
KLMA_20690	498	SK10
KLMA_20691	3467	SK10
KLMA_20692	79	SK10
KLMA_20693	335	SK10
KLMA_20694	512	SK10
KLMA_20695	280	SK10
KLMA_20696	149	SK10
KLMA_20697	101	SK10
KLMA_20698	1259	SK10
KLMA_20699	1934	SK10
KLMA_20700	952	SK10
KLMA_20701	1312	SK10
KLMA_20702	398	SK10
KLMA_20703	549	SK10
KLMA_20704	190	SK10
KLMA_20705	14	SK10
KLMA_20706	3157	SK10
KLMA_20707	1317	SK10
KLMA_20708	6529	SK10
KLMA_20709	321	SK10
KLMA_20710	700	SK10
KLMA_20711	70	SK10
KLMA_20712	965	SK10
KLMA_20713	1209	SK10
KLMA_20714	2177	SK10
KLMA_20715	209	SK10
KLMA_20716	20	SK10
KLMA_20717	7541	SK10
KLMA_20720	335	SK10
KLMA_20721	444	SK10
KLMA_20722	9186	SK10
KLMA_20723	76	SK10
KLMA_20724	1341	SK10
KLMA_20725	8634	SK10
KLMA_20726	3524	SK10
KLMA_20727	15425	SK10
KLMA_20728	8817	SK10
KLMA_20729	4425	SK10
KLMA_20730	100	SK10
KLMA_20731	201	SK10
KLMA_20732	135	SK10
KLMA_20733	141	SK10
KLMA_20734	6532	SK10
KLMA_20735	238	SK10
KLMA_20736	855	SK10
KLMA_20737	2557	SK10
KLMA_20738	255	SK10
KLMA_20739	568	SK10
KLMA_20740	1057	SK10
KLMA_20741	1075	SK10
KLMA_20742	65180	SK10
KLMA_20744	919	SK10
KLMA_20745	1338	SK10
KLMA_20746	711	SK10
KLMA_20747	341	SK10
KLMA_20749	4337	SK10
KLMA_20750	276	SK10
KLMA_20751	369	SK10
KLMA_20752	321	SK10
KLMA_20753	793	SK10
KLMA_20754	641	SK10
KLMA_20755	1024	SK10
KLMA_20756	1406	SK10
KLMA_20757	387	SK10
KLMA_20758	6447	SK10
KLMA_20759	256	SK10
KLMA_20760	739	SK10
KLMA_20761	670	SK10
KLMA_20762	41244	SK10
KLMA_20764	2077	SK10
KLMA_20765	719	SK10
KLMA_20766	228	SK10
KLMA_20767	408	SK10
KLMA_20768	1483	SK10
KLMA_20769	146	SK10
KLMA_20770	371	SK10
KLMA_20771	409	SK10
KLMA_20772	254	SK10
KLMA_20773	2037	SK10
KLMA_20774	7859	SK10
KLMA_20775	956	SK10
KLMA_20776	109	SK10
KLMA_20777	318	SK10
KLMA_20778	9476	SK10
KLMA_20779	681	SK10
KLMA_20780	110	SK10
KLMA_20781	66	SK10
KLMA_20782	15	SK10
KLMA_20783	26777	SK10
KLMA_20784	912	SK10
KLMA_20785	2269	SK10
KLMA_20786	1523	SK10
KLMA_20787	891	SK10
KLMA_20788	438	SK10
KLMA_20789	419	SK10
KLMA_20790	1990	SK10
KLMA_20791	1364	SK10
KLMA_20792	1211	SK10
KLMA_20793	793	SK10
KLMA_20794	205	SK10
KLMA_20795	1938	SK10
KLMA_20796	701	SK10
KLMA_20797	133	SK10
KLMA_20798	1587	SK10
KLMA_20799	2809	SK10
KLMA_20800	70080	SK10
KLMA_20801	198	SK10
KLMA_20802	1582	SK10
KLMA_20803	1273	SK10
KLMA_20804	523	SK10
KLMA_20805	2059	SK10
KLMA_20806	436	SK10
KLMA_20807	308	SK10
KLMA_20808	943	SK10
KLMA_20809	1308	SK10
KLMA_20810	750	SK10
KLMA_20811	3609	SK10
KLMA_20812	1169	SK10
KLMA_20813	638	SK10
KLMA_20814	468	SK10
KLMA_20815	422	SK10
KLMA_20816	214	SK10
KLMA_20817	1402	SK10
KLMA_20818	227	SK10
KLMA_20819	23	SK10
KLMA_20820	159	SK10
KLMA_20821	3838	SK10
KLMA_20822	724	SK10
KLMA_20823	1106	SK10
KLMA_20824	738	SK10
KLMA_20825	529	SK10
KLMA_20826	307	SK10
KLMA_20827	193	SK10
KLMA_20828	2379	SK10
KLMA_20829	19412	SK10
KLMA_20830	5282	SK10
KLMA_20831	52	SK10
KLMA_20832	1	SK10
KLMA_20833	50	SK10
KLMA_20834	37	SK10
KLMA_20835	167	SK10
KLMA_20836	273	SK10
KLMA_20837	512	SK10
KLMA_20838	0	SK10
KLMA_30001	0	SK10
KLMA_30002	0	SK10
KLMA_30003	0	SK10
KLMA_30004	0	SK10
KLMA_30005	0	SK10
KLMA_30006	0	SK10
KLMA_30007	0	SK10
KLMA_30008	0	SK10
KLMA_30009	142	SK10
KLMA_30010	72	SK10
KLMA_30011	1903	SK10
KLMA_30012	139	SK10
KLMA_30013	31	SK10
KLMA_30014	91	SK10
KLMA_30015	64	SK10
KLMA_30016	5835	SK10
KLMA_30017	165	SK10
KLMA_30018	129	SK10
KLMA_30019	195	SK10
KLMA_30020	4	SK10
KLMA_30021	0	SK10
KLMA_30022	1	SK10
KLMA_30023	0	SK10
KLMA_30024	1454	SK10
KLMA_30025	5569	SK10
KLMA_30026	1141	SK10
KLMA_30027	834	SK10
KLMA_30028	2212	SK10
KLMA_30029	1102	SK10
KLMA_30030	889	SK10
KLMA_30031	2429	SK10
KLMA_30032	1050	SK10
KLMA_30033	3498	SK10
KLMA_30034	166	SK10
KLMA_30035	1638	SK10
KLMA_30036	203	SK10
KLMA_30037	385	SK10
KLMA_30038	457	SK10
KLMA_30039	965	SK10
KLMA_30040	527	SK10
KLMA_30041	14177	SK10
KLMA_30042	1382	SK10
KLMA_30043	707	SK10
KLMA_30044	1350	SK10
KLMA_30045	106	SK10
KLMA_30046	953	SK10
KLMA_30047	3529	SK10
KLMA_30048	4529	SK10
KLMA_30049	2574	SK10
KLMA_30050	349	SK10
KLMA_30051	353	SK10
KLMA_30052	135	SK10
KLMA_30053	306	SK10
KLMA_30054	15	SK10
KLMA_30055	2379	SK10
KLMA_30056	98	SK10
KLMA_30057	673	SK10
KLMA_30058	1175	SK10
KLMA_30059	791	SK10
KLMA_30060	607	SK10
KLMA_30061	44	SK10
KLMA_30062	821	SK10
KLMA_30063	4588	SK10
KLMA_30064	969	SK10
KLMA_30065	3356	SK10
KLMA_30066	39472	SK10
KLMA_30067	1549	SK10
KLMA_30068	648	SK10
KLMA_30069	1182	SK10
KLMA_30070	1460	SK10
KLMA_30071	2840	SK10
KLMA_30072	2424	SK10
KLMA_30073	10511	SK10
KLMA_30074	2323	SK10
KLMA_30075	9132	SK10
KLMA_30076	608	SK10
KLMA_30077	421	SK10
KLMA_30078	627	SK10
KLMA_30079	472	SK10
KLMA_30080	549	SK10
KLMA_30081	746	SK10
KLMA_30082	76	SK10
KLMA_30083	379	SK10
KLMA_30085	717	SK10
KLMA_30086	4219	SK10
KLMA_30087	170	SK10
KLMA_30088	3451	SK10
KLMA_30089	275	SK10
KLMA_30090	156	SK10
KLMA_30091	680	SK10
KLMA_30092	15	SK10
KLMA_30093	328	SK10
KLMA_30094	825	SK10
KLMA_30095	612	SK10
KLMA_30096	166	SK10
KLMA_30097	297	SK10
KLMA_30098	2625	SK10
KLMA_30099	7402	SK10
KLMA_30100	208	SK10
KLMA_30101	38	SK10
KLMA_30102	2949	SK10
KLMA_30103	66	SK10
KLMA_30105	3300	SK10
KLMA_30106	1393	SK10
KLMA_30107	988	SK10
KLMA_30108	367	SK10
KLMA_30109	245	SK10
KLMA_30110	1126	SK10
KLMA_30111	424	SK10
KLMA_30112	454	SK10
KLMA_30113	286	SK10
KLMA_30114	321	SK10
KLMA_30115	19612	SK10
KLMA_30116	2	SK10
KLMA_30117	2113	SK10
KLMA_30119	439	SK10
KLMA_30120	973	SK10
KLMA_30121	249	SK10
KLMA_30122	275	SK10
KLMA_30123	372	SK10
KLMA_30124	1454	SK10
KLMA_30125	4091	SK10
KLMA_30127	2017	SK10
KLMA_30128	1290	SK10
KLMA_30129	45	SK10
KLMA_30130	619	SK10
KLMA_30133	250	SK10
KLMA_30134	164	SK10
KLMA_30135	423	SK10
KLMA_30136	712	SK10
KLMA_30137	373	SK10
KLMA_30138	491	SK10
KLMA_30139	863	SK10
KLMA_30140	64	SK10
KLMA_30141	4057	SK10
KLMA_30142	4263	SK10
KLMA_30143	1433	SK10
KLMA_30144	749	SK10
KLMA_30145	2366	SK10
KLMA_30146	166	SK10
KLMA_30147	1171	SK10
KLMA_30148	8267	SK10
KLMA_30149	10011	SK10
KLMA_30150	2422	SK10
KLMA_30151	619	SK10
KLMA_30152	26	SK10
KLMA_30153	57359	SK10
KLMA_30154	1096	SK10
KLMA_30155	187	SK10
KLMA_30156	1702	SK10
KLMA_30157	2217	SK10
KLMA_30158	1792	SK10
KLMA_30159	895	SK10
KLMA_30160	801	SK10
KLMA_30161	126	SK10
KLMA_30162	316	SK10
KLMA_30163	190	SK10
KLMA_30164	1693	SK10
KLMA_30165	138	SK10
KLMA_30166	182	SK10
KLMA_30167	254	SK10
KLMA_30168	1390	SK10
KLMA_30170	432	SK10
KLMA_30171	991	SK10
KLMA_30172	1394	SK10
KLMA_30173	395	SK10
KLMA_30174	597	SK10
KLMA_30175	808	SK10
KLMA_30176	93	SK10
KLMA_30177	78	SK10
KLMA_30178	6023	SK10
KLMA_30179	174	SK10
KLMA_30180	5925	SK10
KLMA_30181	401	SK10
KLMA_30182	1088	SK10
KLMA_30183	29	SK10
KLMA_30184	4059	SK10
KLMA_30185	890	SK10
KLMA_30186	1333	SK10
KLMA_30187	4411	SK10
KLMA_30188	417	SK10
KLMA_30189	392	SK10
KLMA_30190	211	SK10
KLMA_30191	632	SK10
KLMA_30192	223	SK10
KLMA_30193	872	SK10
KLMA_30194	791	SK10
KLMA_30195	420	SK10
KLMA_30196	522	SK10
KLMA_30197	781	SK10
KLMA_30198	1255	SK10
KLMA_30199	25412	SK10
KLMA_30200	197	SK10
KLMA_30201	1366	SK10
KLMA_30202	462	SK10
KLMA_30203	2913	SK10
KLMA_30204	57891	SK10
KLMA_30205	249	SK10
KLMA_30206	599	SK10
KLMA_30207	652	SK10
KLMA_30208	1700	SK10
KLMA_30209	1832	SK10
KLMA_30210	333	SK10
KLMA_30211	8430	SK10
KLMA_30212	1705	SK10
KLMA_30214	450	SK10
KLMA_30216	476	SK10
KLMA_30217	253	SK10
KLMA_30218	93	SK10
KLMA_30219	224	SK10
KLMA_30220	723	SK10
KLMA_30221	1589	SK10
KLMA_30222	468	SK10
KLMA_30223	1374	SK10
KLMA_30224	1329	SK10
KLMA_30225	1338	SK10
KLMA_30226	517	SK10
KLMA_30227	875	SK10
KLMA_30228	387	SK10
KLMA_30229	346	SK10
KLMA_30230	710	SK10
KLMA_30231	133	SK10
KLMA_30232	215	SK10
KLMA_30233	4028	SK10
KLMA_30234	788	SK10
KLMA_30235	1857	SK10
KLMA_30236	320	SK10
KLMA_30237	3111	SK10
KLMA_30238	3838	SK10
KLMA_30239	4496	SK10
KLMA_30240	1511	SK10
KLMA_30241	1154	SK10
KLMA_30242	2280	SK10
KLMA_30243	2025	SK10
KLMA_30244	231	SK10
KLMA_30245	95	SK10
KLMA_30246	747	SK10
KLMA_30247	750	SK10
KLMA_30248	768	SK10
KLMA_30249	9575	SK10
KLMA_30250	262	SK10
KLMA_30251	748	SK10
KLMA_30252	1091	SK10
KLMA_30253	1010	SK10
KLMA_30254	1167	SK10
KLMA_30255	716	SK10
KLMA_30257	389	SK10
KLMA_30258	633	SK10
KLMA_30259	1067	SK10
KLMA_30260	555	SK10
KLMA_30261	649	SK10
KLMA_30262	1149	SK10
KLMA_30263	7416	SK10
KLMA_30264	34590	SK10
KLMA_30266	250	SK10
KLMA_30267	3394	SK10
KLMA_30268	376	SK10
KLMA_30269	867	SK10
KLMA_30270	1003	SK10
KLMA_30271	119	SK10
KLMA_30272	73	SK10
KLMA_30273	87	SK10
KLMA_30274	27673	SK10
KLMA_30275	6744	SK10
KLMA_30276	926	SK10
KLMA_30278	861	SK10
KLMA_30279	1805	SK10
KLMA_30280	505	SK10
KLMA_30281	2421	SK10
KLMA_30282	812	SK10
KLMA_30283	1337	SK10
KLMA_30284	5100	SK10
KLMA_30285	89	SK10
KLMA_30286	3843	SK10
KLMA_30288	263	SK10
KLMA_30289	559	SK10
KLMA_30290	832	SK10
KLMA_30292	333	SK10
KLMA_30293	495	SK10
KLMA_30294	766	SK10
KLMA_30295	1335	SK10
KLMA_30296	904	SK10
KLMA_30297	1454	SK10
KLMA_30298	3072	SK10
KLMA_30299	10062	SK10
KLMA_30300	1260	SK10
KLMA_30301	2869	SK10
KLMA_30302	468	SK10
KLMA_30303	580	SK10
KLMA_30305	292	SK10
KLMA_30306	1800	SK10
KLMA_30307	513	SK10
KLMA_30308	1219	SK10
KLMA_30309	1034	SK10
KLMA_30310	126	SK10
KLMA_30312	5293	SK10
KLMA_30314	440	SK10
KLMA_30315	440	SK10
KLMA_30316	163	SK10
KLMA_30317	12132	SK10
KLMA_30318	186	SK10
KLMA_30319	1680	SK10
KLMA_30320	958	SK10
KLMA_30321	859	SK10
KLMA_30322	18	SK10
KLMA_30323	1183	SK10
KLMA_30324	224	SK10
KLMA_30325	2500	SK10
KLMA_30326	1545	SK10
KLMA_30327	780	SK10
KLMA_30328	2701	SK10
KLMA_30329	980	SK10
KLMA_30330	5943	SK10
KLMA_30331	135	SK10
KLMA_30332	383	SK10
KLMA_30333	886	SK10
KLMA_30334	665	SK10
KLMA_30335	306	SK10
KLMA_30336	1177	SK10
KLMA_30337	494	SK10
KLMA_30338	4412	SK10
KLMA_30339	18	SK10
KLMA_30340	1041	SK10
KLMA_30341	2123	SK10
KLMA_30342	395	SK10
KLMA_30343	299	SK10
KLMA_30344	102	SK10
KLMA_30345	1495	SK10
KLMA_30346	270	SK10
KLMA_30347	477	SK10
KLMA_30348	36948	SK10
KLMA_30349	1376	SK10
KLMA_30350	562	SK10
KLMA_30351	399	SK10
