orf	gene	DBD	Shown.DNA.binding	annotation.type	regulated.orf	regulated.gene	experimental.condition	regulation.direction	evidence.type
YHR206W	SKN7	HSF	1	high-throughput	YGL062W	PYC1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YGR161W-C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YIL005W	EPS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YIL047C	SYG1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YIL052C	RPL34B	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YIL089W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YIL099W	SGA1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YIL101C	XBP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YIR018W	YAP5	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YJL042W	MHP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YJL107C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YJR009C	TDH2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YJR077C	MIR1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YKL035W	UGP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YKL037W	AIM26	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YKL096W-A	CWP2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YKL209C	STE6	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YLR258W	GSY2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YLR312C	ATG39	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YLR312W-A	MRPL15	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YLR414C	PUN1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YML052W	SUR7	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YML063W	RPS1B	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YML100W	TSL1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YML101C	CUE4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YML111W	BUL2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YMR122W-A	NCW1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YMR135C	GID8	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YMR195W	ICY1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YMR251W-A	HOR7	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YMR307W	GAS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YNL014W	HEF3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YNL097C-B	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YNL118C	DCP2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YNL321W	VNX1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YNR014W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YOL011W	PLB3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YOL014W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YOL126C	MDH2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YOR312C	RPL20B	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YPL014W	CIP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YPL026C	SKS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YPL061W	ALD6	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YPL111W	CAR1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YPL137C	GIP3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YHR206W	SKN7	HSF	1	high-throughput	YPR009W	SUT2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YAL011W	SWC3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YAL016W	TPD3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YAL021C	CCR4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YAL024C	LTE1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YAL025C	MAK16	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YAL035W	FUN12	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YAL041W	CDC24	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YAL042W	ERV46	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YAL043C	PTA1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YAL060W	BDH1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YAL061W	BDH2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YAL062W	GDH3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YAR035C-A	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YAR035W	YAT1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YAR064W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YAR075W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBL027W	RPL19B	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBL032W	HEK2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBL051C	PIN4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBL080C	PET112	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBL100W-C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBL108C-A	PAU9	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBR011C	IPP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBR026C	ETR1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBR029C	CDS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBR048W	RPS11B	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBR058C-A	TSC3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBR066C	NRG2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBR068C	BAP2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBR085C-A	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBR090C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBR105C	VID24	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBR107C	IML3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBR114W	RAD16	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBR126C	TPS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBR133C	HSL7	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBR135W	CKS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBR181C	RPS6B	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBR187W	GDT1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBR188C	NTC20	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBR189W	RPS9B	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBR219C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBR222C	PCS60	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBR230C	OM14	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBR230W-A	COQ21	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YBR245C	ISW1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YCL030C	HIS4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YCL040W	GLK1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YCL064C	CHA1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YCR005C	CIT2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YCR011C	ADP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YCR012W	PGK1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YCR044C	PER1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YCR057C	PWP2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YCR075C	ERS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YCR082W	AHC2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YCR108C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDL004W	ATP16	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDL019C	OSH2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDL020C	RPN4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDL022W	GPD1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDL038C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDL067C	COX9	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDL073W	AHK1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDL106C	PHO2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDL123W	SNA4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDL131W	LYS21	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDL173W	PAR32	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDL215C	GDH2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR050C	TPI1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR120C	TRM1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR168W	CDC37	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR173C	ARG82	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR174W	HMO1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR186C	SND1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR188W	CCT6	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR207C	UME6	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR210W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR233C	RTN1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR309C	GIC2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR330W	UBX5	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR374C	PHO92	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR384C	ATO3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR385W	EFT2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR387C	CIN10	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR390C	UBA2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR447C	RPS17B	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR449C	UTP6	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR451C	YHP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR452W	PPN1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR466W	PKH3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR476C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR482C	CWC21	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR507C	GIN4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR508C	GNP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YDR510W	SMT3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YEL017C-A	PMP2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YML007W	YAP1	bZIP	1	high-throughput	YEL017W	GTT3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
