annotation.type	regulated.orf	regulated.gene	experimental.condition	regulation.direction	evidence.type	regulator.orf
high-throughput	YBR196C-A	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPL075W
high-throughput	YBR196C-A	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR104C
high-throughput	YBR196C-B	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR207C
high-throughput	YBR196C-B	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YBR196C-B	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR071C
high-throughput	YBR196C-B	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR110W
high-throughput	YBR196C-B	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR174W
high-throughput	YBR196C-B	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR104C
high-throughput	YBR197C	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YBR198C	TAF5	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YBR198C	TAF5	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YBR198C	TAF5	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YNL330C
high-throughput	YBR199W	KTR4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR463W
high-throughput	YBR199W	KTR4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YBR199W	KTR4	cellular response to hypoxia	negative	microarray RNA expression level evidence	YKL032C
high-throughput	YBR199W	KTR4	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YBR199W	KTR4	""	""	microarray RNA expression level evidence	YKL032C
high-throughput	YBR200W	BEM1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR110W
high-throughput	YBR201W	DER1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YMR037C
high-throughput	YBR201W	DER1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR110W
high-throughput	YBR201W	DER1	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YBR201W	DER1	""	""	chromatin immunoprecipitation-chip evidence	YNL216W
high-throughput	YBR202W	MCM7	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YBR202W	MCM7	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR463W
high-throughput	YBR202W	MCM7	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR071C
high-throughput	YBR202W	MCM7	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR176C
high-throughput	YBR202W	MCM7	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPL254W
