Q0045	0
Q0050	2
Q0055	3
Q0060	0
Q0065	0
Q0070	0
Q0075	0
Q0080	0
Q0085	0
Q0105	4
Q0110	0
Q0115	0
Q0120	2
Q0130	2
Q0140	0
Q0160	0
Q0250	2
Q0255	0
Q0275	4
YAL001C	1045
YAL002W	1200
YAL003W	50562
YAL005C	278378
YAL007C	2964
YAL008W	2367
YAL009W	937
YAL010C	913
YAL011W	635
YAL012W	19524
YAL013W	2119
YAL014C	2619
YAL015C	836
YAL016W	5515
YAL017W	3757
YAL018C	30
YAL019W	925
YAL020C	840
YAL021C	1855
YAL022C	1723
YAL023C	4943
YAL024C	858
YAL025C	522
YAL026C	1643
YAL027W	670
YAL028W	1919
YAL029C	1584
YAL030W	2234
YAL031C	1217
YAL032C	789
YAL033W	367
YAL034C	2236
YAL034W-A	262
YAL035W	5000
YAL036C	708
YAL037C-A	11
YAL037W	360
YAL038W	194828
YAL039C	1953
YAL040C	2810
YAL041W	2185
YAL042W	3684
YAL043C	2198
YAL044C	5807
YAL044W-A	1265
YAL046C	1068
YAL047C	652
YAL048C	373
YAL049C	2618
YAL051W	1674
YAL053W	3620
YAL054C	1259
YAL055W	627
YAL056W	1044
YAL058W	1318
YAL059W	285
YAL060W	11538
YAL061W	5137
YAL062W	2152
YAL063C	610
YAL063C-A	36
YAL064C-A	121
YAL064W	12
YAL064W-B	43
YAL065C	43
YAL067C	185
YAL067W-A	0
YAL068C	2
YAR002C-A	3527
YAR002W	2217
YAR003W	811
YAR007C	2134
YAR008W	232
YAR009C	1131
YAR010C	6
YAR014C	1184
YAR015W	1919
YAR018C	586
YAR019C	847
YAR020C	221
YAR023C	317
YAR027W	3058
YAR028W	1098
YAR029W	426
YAR031W	705
YAR033W	717
YAR035C-A	1
YAR035W	1283
YAR042W	1988
YAR050W	437
YAR064W	30
YAR066W	17
YAR068W	26
YAR071W	132
YBL001C	4103
YBL002W	7300
YBL003C	6659
YBL004W	498
YBL005W	3031
YBL005W-A	0
YBL005W-B	3165
YBL006C	2543
YBL007C	4557
YBL008W	660
YBL008W-A	3
YBL009W	470
YBL010C	427
YBL011W	2069
YBL013W	116
YBL014C	552
YBL015W	1866
YBL016W	827
YBL017C	2507
YBL018C	271
YBL019W	594
YBL020W	1161
YBL021C	527
YBL022C	5724
YBL023C	841
YBL024W	1483
YBL025W	430
YBL026W	927
YBL027W	9126
YBL028C	324
YBL029C-A	1079
YBL029W	639
YBL030C	13985
YBL031W	621
YBL032W	3880
YBL033C	1919
YBL034C	727
YBL035C	451
YBL036C	1604
YBL037W	917
YBL038W	1112
YBL039C	261
YBL039W-B	323
YBL040C	2507
YBL041W	9297
YBL042C	538
YBL043W	267
YBL044W	17
YBL045C	6274
YBL046W	777
YBL047C	6644
YBL048W	143
YBL049W	793
YBL050W	3990
YBL051C	3251
YBL052C	750
YBL054W	395
YBL055C	1014
YBL056W	7121
YBL057C	1385
YBL058W	5845
YBL059C-A	1177
YBL059W	504
YBL060W	701
YBL061C	1419
YBL063W	768
YBL064C	9931
YBL066C	762
YBL067C	1569
YBL068W	1191
YBL069W	1156
YBL071C	91
YBL071C-B	3
YBL071W-A	189
YBL072C	5682
YBL074C	193
YBL075C	18953
YBL076C	3050
YBL078C	2251
YBL079W	1130
YBL080C	528
YBL081W	887
YBL082C	463
YBL084C	1292
YBL085W	1631
YBL086C	1512
YBL087C	3687
YBL088C	1150
YBL089W	847
YBL090W	1210
YBL091C	3769
YBL091C-A	2061
YBL092W	7767
YBL093C	1905
YBL095W	673
YBL097W	182
YBL098W	1001
YBL099W	19565
YBL100W-A	0
YBL100W-B	593
YBL100W-C	43
YBL101C	2903
YBL102W	2517
YBL103C	935
YBL104C	813
YBL105C	1538
YBL106C	718
YBL107C	1579
YBL108C-A	19
YBL111C	8
YBL112C	0
YBL113C	574
YBR001C	3017
YBR002C	830
