KLMA_10001	1580
KLMA_10002	45
KLMA_10003	7
KLMA_10004	212
KLMA_10005	299
KLMA_10006	32
KLMA_10007	143
KLMA_10008	75
KLMA_10009	95
KLMA_10010	259
KLMA_10011	191
KLMA_10012	245
KLMA_10013	48
KLMA_10014	117
KLMA_10015	178
KLMA_10016	380
KLMA_10017	145
KLMA_10018	238
KLMA_10019	1
KLMA_10020	106
KLMA_10021	518
KLMA_10022	1768
KLMA_10023	1283
KLMA_10024	1056
KLMA_10025	1468
KLMA_10026	307
KLMA_10027	4503
KLMA_10028	836
KLMA_10029	184
KLMA_10030	248
KLMA_10031	202
KLMA_10032	1351
KLMA_10033	6003
KLMA_10034	4981
KLMA_10035	35252
KLMA_10036	288
KLMA_10037	311
KLMA_10038	1083
KLMA_10039	1160
KLMA_10040	70447
KLMA_10041	199
KLMA_10043	214
KLMA_10044	309
KLMA_10045	642
KLMA_10046	458
KLMA_10047	880
KLMA_10048	6180
KLMA_10049	30330
KLMA_10050	736
KLMA_10051	211
KLMA_10052	1119
KLMA_10053	265
KLMA_10054	723
KLMA_10055	329
KLMA_10056	557
KLMA_10057	1678
KLMA_10058	11589
KLMA_10059	1939
KLMA_10060	130
KLMA_10061	271
KLMA_10062	1022
KLMA_10063	1312
KLMA_10064	2689
KLMA_10065	1119
KLMA_10066	525
KLMA_10067	2322
KLMA_10068	215
KLMA_10069	2844
KLMA_10070	341
KLMA_10071	910
KLMA_10072	2431
KLMA_10073	690
KLMA_10074	184
KLMA_10075	183
KLMA_10076	527
KLMA_10077	518
KLMA_10078	163
KLMA_10079	2844
KLMA_10080	249
KLMA_10081	429
KLMA_10082	307
KLMA_10083	16685
KLMA_10084	426
KLMA_10085	933
KLMA_10086	40
KLMA_10088	329
KLMA_10089	1382
KLMA_10090	303
KLMA_10091	253
KLMA_10092	1678
KLMA_10093	422
KLMA_10094	1664
KLMA_10095	205
KLMA_10096	1635
KLMA_10097	965
KLMA_10098	818
KLMA_10099	1116
KLMA_10100	100
KLMA_10101	515
KLMA_10102	138
KLMA_10103	1489
KLMA_10104	1319
KLMA_10106	986
KLMA_10107	1073
KLMA_10108	1395
KLMA_10109	540
KLMA_10110	753
KLMA_10111	400
KLMA_10112	1602
KLMA_10113	443
KLMA_10114	809
KLMA_10115	518
KLMA_10116	616
KLMA_10117	303
KLMA_10118	679
KLMA_10119	389
KLMA_10120	186
KLMA_10121	1474
KLMA_10122	1373
KLMA_10123	1239
KLMA_10124	305
KLMA_10125	879
KLMA_10126	364
KLMA_10127	3214
KLMA_10128	267
KLMA_10129	380
KLMA_10130	1591
KLMA_10131	446
KLMA_10132	507
KLMA_10133	441
KLMA_10134	560
KLMA_10135	132
KLMA_10136	375
KLMA_10137	916
KLMA_10138	902
KLMA_10139	543
KLMA_10140	9687
KLMA_10141	968
KLMA_10142	1
KLMA_10143	2
KLMA_10144	400
KLMA_10145	605
KLMA_10146	555
KLMA_10147	146
KLMA_10148	728
KLMA_10149	425
KLMA_10150	565
KLMA_10151	110
KLMA_10152	778
KLMA_10153	148
KLMA_10155	592
KLMA_10156	328
KLMA_10157	422
KLMA_10158	430
KLMA_10159	553
KLMA_10160	1573
KLMA_10161	160
KLMA_10162	823
KLMA_10163	405
KLMA_10164	397
KLMA_10165	207
KLMA_10166	309
KLMA_10167	370
KLMA_10168	318
KLMA_10169	91
KLMA_10170	133
KLMA_10171	361
KLMA_10172	624
KLMA_10173	1696
KLMA_10174	586
KLMA_10175	557
KLMA_10176	754
KLMA_10177	347
KLMA_10178	732
KLMA_10179	16930
KLMA_10180	451
KLMA_10181	1052
KLMA_10182	8115
KLMA_10183	5573
KLMA_10184	1103
KLMA_10185	1445
KLMA_10186	191
KLMA_10187	420
KLMA_10188	264
KLMA_10189	1902
KLMA_10190	250
KLMA_10191	847
KLMA_10192	114
KLMA_10194	248
KLMA_10195	351
KLMA_10196	1269
KLMA_10197	659
KLMA_10199	1907
KLMA_10201	555
KLMA_10202	528
KLMA_10203	2447
KLMA_10204	180
KLMA_10206	260
KLMA_10207	120
KLMA_10208	111
KLMA_10209	1111
KLMA_10210	651
KLMA_10211	672
KLMA_10212	568
KLMA_10213	345
KLMA_10214	73
KLMA_10215	173
KLMA_10216	202
KLMA_10217	631
KLMA_10218	220
KLMA_10220	658
KLMA_10221	134
KLMA_10222	402
KLMA_10223	118
KLMA_10224	688
KLMA_10225	10354
KLMA_10226	274
KLMA_10227	4295
KLMA_10228	324
KLMA_10229	4034
KLMA_10231	218
KLMA_10232	823
KLMA_10233	1064
KLMA_10234	389
KLMA_10235	20544
KLMA_10236	1289
KLMA_10237	5792
KLMA_10238	1925
KLMA_10239	35
KLMA_10240	1570
KLMA_10241	194
KLMA_10242	138
KLMA_10243	107
KLMA_10244	1479
KLMA_10245	1452
KLMA_10246	188
KLMA_10247	1591
KLMA_10248	333
KLMA_10249	537
KLMA_10250	1198
KLMA_10251	240
KLMA_10252	611
KLMA_10253	1243
KLMA_10255	291
KLMA_10256	118
KLMA_10257	3229
KLMA_10258	1271
KLMA_10259	2770
KLMA_10260	1635
KLMA_10261	505
KLMA_10262	167
KLMA_10263	764
KLMA_10265	271
KLMA_10266	165
KLMA_10267	1531
KLMA_10268	40827
KLMA_10269	3712
KLMA_10270	372
KLMA_10271	341
KLMA_10272	3237
KLMA_10273	449
KLMA_10274	816
KLMA_10275	380
KLMA_10276	336
KLMA_10277	220
KLMA_10278	1531
KLMA_10279	1321
KLMA_10280	268
KLMA_10281	68
KLMA_10282	130
KLMA_10283	764
KLMA_10284	357
KLMA_10285	728
KLMA_10286	4652
KLMA_10289	1591
KLMA_10290	924
KLMA_10292	3023
KLMA_10293	277
KLMA_10294	1947
KLMA_10295	476
KLMA_10296	14955
KLMA_10297	424
KLMA_10298	594
KLMA_10299	326
KLMA_10300	397
KLMA_10301	646
KLMA_10302	242
KLMA_10303	373
KLMA_10304	629
KLMA_10305	2148
KLMA_10306	747
KLMA_10307	622
KLMA_10308	55
KLMA_10309	237
KLMA_10310	364
KLMA_10311	176
KLMA_10312	147
KLMA_10313	437
KLMA_10314	1153
KLMA_10315	271
KLMA_10316	157
KLMA_10317	3299
KLMA_10318	950
KLMA_10319	357
KLMA_10320	6056
KLMA_10321	4802
KLMA_10322	2515
KLMA_10323	245
KLMA_10324	350
KLMA_10325	247
KLMA_10326	1037
KLMA_10327	288
KLMA_10328	827
KLMA_10329	1387
KLMA_10330	2039
KLMA_10331	1691
KLMA_10332	208
KLMA_10333	1499
KLMA_10334	326
KLMA_10336	2529
KLMA_10338	177
KLMA_10339	1884
KLMA_10341	68120
KLMA_10342	571
KLMA_10343	1445
KLMA_10344	402
KLMA_10345	134
KLMA_10346	107
KLMA_10347	605
KLMA_10348	28353
KLMA_10349	218
KLMA_10350	961
KLMA_10351	566
KLMA_10352	675
KLMA_10353	1134
KLMA_10355	77825
KLMA_10356	1443
KLMA_10357	304
KLMA_10358	681
KLMA_10359	2553
KLMA_10360	943
KLMA_10361	335
KLMA_10362	390
KLMA_10363	876
KLMA_10364	1953
KLMA_10365	923
KLMA_10366	95
KLMA_10367	196
KLMA_10368	2741
KLMA_10369	415
KLMA_10370	512
KLMA_10371	2196
KLMA_10372	332
KLMA_10373	610
KLMA_10374	292
KLMA_10375	1006
KLMA_10376	24287
KLMA_10378	1190
KLMA_10379	2504
KLMA_10380	14674
KLMA_10381	213
KLMA_10382	36
KLMA_10383	307
KLMA_10384	1486
KLMA_10385	1067
KLMA_10386	580
KLMA_10387	249
KLMA_10388	446
KLMA_10389	2315
KLMA_10390	3767
KLMA_10391	610
KLMA_10392	737
KLMA_10393	89
KLMA_10394	216
KLMA_10395	302
KLMA_10396	250
KLMA_10397	338
KLMA_10398	210
KLMA_10399	276
KLMA_10400	746
KLMA_10401	117
KLMA_10402	798
KLMA_10403	334
KLMA_10404	256
KLMA_10405	107
KLMA_10406	194
KLMA_10407	136
KLMA_10408	383
KLMA_10409	544
KLMA_10410	978
KLMA_10411	95
KLMA_10412	773
KLMA_10413	527
KLMA_10414	75
KLMA_10415	182
KLMA_10416	194
KLMA_10417	703
KLMA_10418	535
KLMA_10419	2126
KLMA_10420	787
KLMA_10421	577
KLMA_10422	813
KLMA_10423	0
KLMA_10424	1309
KLMA_10425	667
KLMA_10426	196
KLMA_10427	199
KLMA_10428	1220
KLMA_10429	857
KLMA_10430	159
KLMA_10431	3132
KLMA_10432	386
KLMA_10433	258
KLMA_10434	2535
KLMA_10435	1435
KLMA_10436	830
KLMA_10437	987
KLMA_10438	384
KLMA_10439	700
KLMA_10440	2046
KLMA_10441	1455
KLMA_10442	1661
KLMA_10443	199
KLMA_10444	709
KLMA_10445	331
KLMA_10446	1573
KLMA_10448	1275
KLMA_10449	355
KLMA_10450	326
KLMA_10451	377
KLMA_10452	251
KLMA_10453	348
KLMA_10454	922
KLMA_10456	253
KLMA_10457	25682
KLMA_10458	141844
KLMA_10459	3439
KLMA_10460	946
KLMA_10461	782
KLMA_10462	469316
KLMA_10463	220
KLMA_10464	200
KLMA_10465	687
KLMA_10466	541
KLMA_10467	77
KLMA_10468	13178
KLMA_10469	183
KLMA_10471	659
KLMA_10472	39
KLMA_10473	380
KLMA_10475	4522
KLMA_10476	554
KLMA_10477	690
KLMA_10478	786
KLMA_10479	531
KLMA_10480	1034
KLMA_10481	341
KLMA_10482	314
KLMA_10483	3070
KLMA_10484	381
KLMA_10486	463
KLMA_10487	8457
KLMA_10488	76
KLMA_10489	2575
KLMA_10491	1190
KLMA_10493	566
KLMA_10494	365
KLMA_10495	623
KLMA_10496	113
KLMA_10497	938
KLMA_10498	1922
KLMA_10499	5300
KLMA_10500	4210
KLMA_10501	755
KLMA_10502	292
KLMA_10503	573
KLMA_10504	97
KLMA_10505	1030
KLMA_10506	439
KLMA_10507	1322
KLMA_10508	717
KLMA_10509	50
KLMA_10510	398
KLMA_10511	550
KLMA_10512	387
KLMA_10513	171
KLMA_10514	1937
KLMA_10515	342
KLMA_10516	339
KLMA_10517	1345
KLMA_10518	2074
KLMA_10519	89
KLMA_10520	15
KLMA_10521	153
KLMA_10522	711
KLMA_10523	200
KLMA_10524	4401
KLMA_10525	42
KLMA_10526	118
KLMA_10527	276
KLMA_10528	155
KLMA_10529	17
KLMA_10530	878
KLMA_10531	3163
KLMA_10532	365
KLMA_10533	391
KLMA_10534	1263
KLMA_10535	595
KLMA_10536	553
KLMA_10537	619
KLMA_10538	0
KLMA_10539	3075
KLMA_10540	550619
KLMA_10541	1443
KLMA_10542	43
KLMA_10543	192
KLMA_10544	128
KLMA_10545	15
KLMA_10546	101
KLMA_10547	52
KLMA_10548	985
KLMA_10549	351
KLMA_10550	2990
KLMA_10551	28
KLMA_10552	122
KLMA_10553	9868
KLMA_10554	72
KLMA_10555	6
KLMA_10556	470
KLMA_10557	153
KLMA_10558	2278
KLMA_10559	519
KLMA_10560	330
KLMA_10561	8113
KLMA_10562	178
KLMA_10563	389
KLMA_10564	371
KLMA_10565	508
KLMA_10566	346
KLMA_10567	116
KLMA_10568	347
KLMA_10569	1170
KLMA_10570	161
KLMA_10571	292
KLMA_10572	4360
KLMA_10573	1030
KLMA_10574	369
KLMA_10575	576
KLMA_10576	1110
KLMA_10577	2677
KLMA_10578	478
KLMA_10579	1315
KLMA_10580	187
KLMA_10581	647
KLMA_10582	1287
KLMA_10583	536
KLMA_10584	270
KLMA_10585	4657
KLMA_10586	341
KLMA_10587	2372
KLMA_10588	728
KLMA_10589	181
KLMA_10590	243
KLMA_10591	168
KLMA_10592	9147
KLMA_10593	40284
KLMA_10594	634
KLMA_10595	764
KLMA_10596	233
KLMA_10597	684
KLMA_10598	71
KLMA_10599	1553
KLMA_10600	309
